"t1","t2","t3","t4"
1.65395681526899,1.49628792450264,1.07793414358005,1.17412059518421
1.49628792450264,1.73474696374609,1.1007019842975,1.18278778336422
1.07793414358005,1.1007019842975,1.97321557348411,1.79756629800659
1.17412059518421,1.18278778336422,1.79756629800659,2.11294504634113
2.48669837753703,1.5482307487748,1.29756218698654,1.47035237025826
1.5482307487748,1.73022651829432,0.847685430519374,1.0720009025064
1.29756218698654,0.847685430519374,1.80911332896641,1.69208874656783
1.47035237025826,1.0720009025064,1.69208874656783,2.20247193281153
0.965143774637484,0.720200991750389,0.0112140227504675,0.30975761497496
0.720200991750389,0.893077818077345,0.0783288733600314,0.316768361849476
0.0112140227504675,0.0783288733600314,1.22840686121698,0.18693435092649
0.30975761497496,0.316768361849476,0.18693435092649,0.913292617577952
1.99141326575827,1.84180475052652,1.68122951999504,1.53921623370502
1.84180475052652,2.13113247918914,1.97840777192422,1.6890608233621
1.68122951999504,1.97840777192422,2.4529200773699,1.70593176375745
1.53921623370502,1.6890608233621,1.70593176375745,1.86909226171847
0.959275518849371,-0.111025046001909,0.0153043361521936,0.347325270500956
-0.111025046001909,0.633268007226211,0.00272736323436566,0.120567544513883
0.0153043361521936,0.00272736323436566,0.940890331473875,0.252299926463317
0.347325270500956,0.120567544513883,0.252299926463317,1.02312307898089
